text,E,S,G,nonESG
Acme Corp is committed to sustainability and being a responsible company. Acme Corp updated its executive compensation policy after shareholder review. The initiative is part of the company's broader strategic plan.,1,0,1,0
Acme Corp reported quarterly revenue growth of 50% and exceeded guidance.,0,0,0,1
Suncrest Inc updated its executive compensation policy after shareholder review.,0,0,1,0
Atlas Manufacturing reported quarterly revenue growth of 57% and exceeded guidance.,0,0,0,1
The board at NovaSolutions approved new ethics policy to strengthen compliance.,0,0,1,0
Suncrest Inc reported quarterly revenue growth of 56% and exceeded guidance.,0,0,0,1
We prioritize being green and supporting sustainable practices at NovaSolutions.,1,0,0,0
Acme Corp launched a safety training program to improve transparency across all sites.,0,1,0,0
Greenfield Ltd launched a new product that features improved UX.,0,0,0,1
Atlas Manufacturing reported quarterly revenue growth of 15% and exceeded guidance.,0,0,0,1
Atlas Manufacturing launched a new product that features improved UX. The initiative is part of the company's broader strategic plan.,0,0,0,1
Acme Corp continues to foster a culture of responsibility. The board at Acme Corp approved new ethics policy to strengthen executive compensation.,1,0,1,0
Acme Corp launched a new product that features longer battery life.,0,0,0,1
Greenfield Ltd is committed to sustainability and being a responsible company. The board at Greenfield Ltd approved new ethics policy to strengthen net-zero.,1,0,1,0
Acme Corp set a target to source 28% renewable energy by 2029. Acme Corp updated its executive compensation policy after shareholder review.,1,0,1,0
Atlas Manufacturing set a target to source 11% renewable energy by 2034.,1,0,0,0
NovaSolutions reported quarterly revenue growth of 33% and exceeded guidance. The initiative is part of the company's broader strategic plan.,0,0,0,1
NovaSolutions reported quarterly revenue growth of 64% and exceeded guidance.,0,0,0,1
NovaSolutions updated its executive compensation policy after shareholder review.,0,0,1,0
Acme Corp reported quarterly revenue growth of 42% and exceeded guidance.,0,0,0,1
Suncrest Inc launched a new product that features longer battery life.,0,0,0,1
We prioritize being green and supporting sustainable practices at Acme Corp. Acme Corp launched a diversity initiative to improve board across all sites.,1,1,0,0
Greenfield Ltd launched a new product that features improved UX.,0,0,0,1
Suncrest Inc launched a new product that features improved UX.,0,0,0,1
Suncrest Inc launched a new product that features improved UX. The initiative is part of the company's broader strategic plan.,0,0,0,1
Atlas Manufacturing launched a new product that features improved UX.,0,0,0,1
Atlas Manufacturing launched a safety training program to improve inclusion across all sites. Atlas Manufacturing updated its executive compensation policy after shareholder review.,0,1,1,0
We prioritize being green and supporting sustainable practices at Suncrest Inc. The board at Suncrest Inc approved new transparency policy to strengthen audit.,1,0,1,0
Atlas Manufacturing launched a safety training program to improve recycling across all sites.,0,1,0,0
Suncrest Inc launched a new product that features longer battery life.,0,0,0,1
NovaSolutions set a target to source 18% renewable energy by 2026. NovaSolutions updated its executive compensation policy after shareholder review.,1,0,1,0
Atlas Manufacturing reported quarterly revenue growth of 33% and exceeded guidance.,0,0,0,1
NovaSolutions is committed to sustainability and being a responsible company.,1,0,0,0
Acme Corp reported quarterly revenue growth of 36% and exceeded guidance.,0,0,0,1
Greenfield Ltd launched a safety training program to improve labor rights across all sites. Greenfield Ltd updated its executive compensation policy after shareholder review.,0,1,1,0
Greenfield Ltd updated its executive compensation policy after shareholder review. The initiative is part of the company's broader strategic plan.,0,0,1,0
NovaSolutions launched a new product that features longer battery life.,0,0,0,1
We prioritize being green and supporting sustainable practices at Greenfield Ltd.,1,0,0,0
Greenfield Ltd launched a safety training program to improve net-zero across all sites. The initiative is part of the company's broader strategic plan.,0,1,0,0
NovaSolutions launched a new product that features longer battery life.,0,0,0,1
Greenfield Ltd reported quarterly revenue growth of 23% and exceeded guidance. The initiative is part of the company's broader strategic plan.,0,0,0,1
Suncrest Inc launched a new product that features improved UX. The initiative is part of the company's broader strategic plan.,0,0,0,1
Atlas Manufacturing continues to foster a culture of responsibility.,1,0,0,0
Atlas Manufacturing launched a new product that features longer battery life. The initiative is part of the company's broader strategic plan.,0,0,0,1
NovaSolutions reported quarterly revenue growth of 35% and exceeded guidance.,0,0,0,1
Atlas Manufacturing reported quarterly revenue growth of 65% and exceeded guidance. The initiative is part of the company's broader strategic plan.,0,0,0,1
Atlas Manufacturing reduced its inclusion by 70% after investing in solar panels.,1,0,0,0
The board at Greenfield Ltd approved new ethics policy to strengthen compliance.,0,0,1,0
Atlas Manufacturing launched a new product that features longer battery life.,0,0,0,1
Atlas Manufacturing reported quarterly revenue growth of 61% and exceeded guidance.,0,0,0,1
NovaSolutions reported a 56% increase in workforce wind year-over-year. NovaSolutions updated its executive compensation policy after shareholder review.,0,1,1,0
Atlas Manufacturing launched a new product that features longer battery life.,0,0,0,1
Greenfield Ltd launched a new product that features longer battery life.,0,0,0,1
Suncrest Inc reduced its labor rights by 46% after investing in wind turbines. The initiative is part of the company's broader strategic plan.,1,0,0,0
Acme Corp launched a new product that features improved UX. The initiative is part of the company's broader strategic plan.,0,0,0,1
Atlas Manufacturing updated its executive compensation policy after shareholder review.,0,0,1,0
Acme Corp reported quarterly revenue growth of 17% and exceeded guidance. The initiative is part of the company's broader strategic plan.,0,0,0,1
Atlas Manufacturing reduced its transparency by 57% after investing in energy-efficient systems.,1,0,0,0
Atlas Manufacturing updated its executive compensation policy after shareholder review.,0,0,1,0
Acme Corp continues to foster a culture of responsibility. The initiative is part of the company's broader strategic plan.,1,0,0,0
NovaSolutions updated its executive compensation policy after shareholder review. The initiative is part of the company's broader strategic plan.,0,0,1,0
NovaSolutions reported quarterly revenue growth of 53% and exceeded guidance.,0,0,0,1
NovaSolutions launched a new product that features improved UX. The initiative is part of the company's broader strategic plan.,0,0,0,1
Acme Corp is committed to sustainability and being a responsible company. Acme Corp reported a 33% increase in workforce compliance year-over-year.,1,1,0,0
NovaSolutions reported a 10% increase in workforce executive compensation year-over-year.,0,1,0,0
NovaSolutions set a target to source 32% renewable energy by 2025. The initiative is part of the company's broader strategic plan.,1,0,0,0
Acme Corp continues to foster a culture of responsibility.,1,0,0,0
Greenfield Ltd reported a 51% increase in workforce compliance year-over-year.,0,1,0,0
We prioritize being green and supporting sustainable practices at NovaSolutions.,1,0,0,0
Greenfield Ltd reduced its community engagement by 67% after investing in wind turbines.,1,0,0,0
NovaSolutions updated its executive compensation policy after shareholder review.,0,0,1,0
Suncrest Inc launched a new product that features longer battery life. The initiative is part of the company's broader strategic plan.,0,0,0,1
Greenfield Ltd set a target to source 50% renewable energy by 2026. The board at Greenfield Ltd approved new transparency policy to strengthen board.,1,0,1,0
NovaSolutions launched a new product that features improved UX.,0,0,0,1
Suncrest Inc reported quarterly revenue growth of 7% and exceeded guidance.,0,0,0,1
Greenfield Ltd updated its executive compensation policy after shareholder review.,0,0,1,0
Greenfield Ltd reduced its net-zero by 58% after investing in wind turbines. Greenfield Ltd reported a 32% increase in workforce wind year-over-year.,1,1,0,0
Suncrest Inc is committed to sustainability and being a responsible company. Suncrest Inc reported a 5% increase in workforce recycling year-over-year.,1,1,0,0
